item_id,h_raw,h_icc,n_resp,n_clusters_used,topic,het_quartile,role_standard,role_adversarial,h_raw_coarse,h_icc_coarse
tlkfam,0.17851153714807047,0.11086572030334266,1570,122,health_wellbeing,q3,anchor,target,0.04225156615009291,0.027838735918131314
tlkclrgy,0.1304334132640602,0.05708788142885806,1533,121,health_wellbeing,q1,anchor,target,0.04355369271134431,0.028862272186402357
meddoc,0.10179472529515518,0.02647923870887585,1560,122,health_wellbeing,q1,anchor,target,0.0252127922919554,0.009714876654583907
mentldoc,0.13843289343073792,0.0656341711648029,1542,122,health_wellbeing,q2,target,target,0.051449578036158135,0.03725839430917085
mentloth,0.15324170773605647,0.08245572796505328,1554,122,health_wellbeing,q3,target,target,0.044521832025772576,0.03006718110114816
sphealer,0.12600463894790928,0.05068830488921554,1517,122,health_wellbeing,q1,anchor,target,0.02626262456698176,0.010351189067894229
selfhelp,0.11296401823363386,0.03806676850770711,1548,122,health_wellbeing,q1,target,target,0.024246433379165714,0.008561362622134668
otcmed,0.1507585400674774,0.0781409586167243,1523,122,health_wellbeing,q2,target,target,0.042331668754344846,0.02742138829445019
rxmed,0.12588476175006003,0.04976450623874667,1503,122,health_wellbeing,q1,target,target,0.019561111835880232,0.003090375371348864
mentlhos,0.1484211185684632,0.0737371167215914,1477,121,health_wellbeing,q2,target,target,0.04532583059065767,0.030107833084912286
mustdoc,0.11749511505893892,0.04200390870579879,1529,122,health_wellbeing,q1,anchor,target,0.03361390234485266,0.018265337786159963
mustmed,0.12502646044784171,0.04981954929678083,1521,122,health_wellbeing,q1,anchor,target,0.03905804322655525,0.02393483704436565
musthosp,0.14733321790690954,0.07394559724048957,1515,122,health_wellbeing,q2,anchor,target,0.03229108896550895,0.016709752212149077
dangrslf,0.12554079561190168,0.052148534153862225,1554,122,health_wellbeing,q1,target,target,0.02733902135111586,0.011899342314581174
dangroth,0.16079236046422507,0.09091592331373274,1558,122,health_wellbeing,q3,anchor,target,0.03491699499004213,0.019961039123085045
knwmhosp,0.14587779091941203,0.0779009526441442,1612,121,health_wellbeing,q2,target,target,0.0459014088200903,0.032134759001220356
knwpatnt,0.1907235598699057,0.12655227457880472,1607,121,health_wellbeing,q4,anchor,target,0.05131324478015755,0.037794868268225715
fammhneg,0.16075379374174278,0.09066338738002704,1554,122,health_wellbeing,q3,target,target,0.04290160333572757,0.028357316005836408
othmhneg,0.1400852954758349,0.0664116009771394,1510,121,health_wellbeing,q2,anchor,target,0.038106857938789984,0.022847315103560452
diagnosd,0.10983807754088488,0.07559317405128972,3201,122,health_wellbeing,q2,anchor,target,0.0498212704424666,0.04403655045470719
mhtreatd,0.15408169703191643,0.03548017857168629,617,77,health_wellbeing,q1,anchor,target,0.047803245421243534,0.014937134923947368
relpersn,0.12725560311836506,0.09442533070854509,3252,122,religion_morality,q3,target,anchor,0.059749736453982065,0.054540152220828114
sprtprsn,0.09715696472590574,0.06270344352255629,3237,122,religion_morality,q1,anchor,anchor,0.03955594016970499,0.033378945108953444
aimofart,0.17472690717506859,0.08179037288326975,1001,103,misc_behavior,q2,target,anchor,0.0706292218392847,0.05007157412848998
letinhsp,0.1595035784469109,0.10981909766202556,2128,122,immigration_natid,q3,target,anchor,0.07224429098989839,0.06360417012597602
letinasn,0.15169134962052847,0.10128941659391029,2121,122,immigration_natid,q3,anchor,anchor,0.07043645964415754,0.061668574783452786
compuse,0.1808890139044494,0.15097326605771058,3289,122,media_technology,q4,anchor,target,0.0444353733834817,0.03861049765075937
satdemoc,0.08480274933322379,0.04887288907404503,3163,122,politics,q1,anchor,target,0.027635819442068575,0.020700504139642917
disrspct,0.1267577051050728,0.0771686062681883,2220,122,race_ethnicity,q2,anchor,anchor,0.06608091067578116,0.057623770834207395
poorserv,0.14498641384952335,0.09637525669820847,2210,122,race_ethnicity,q3,anchor,anchor,0.0608846454723306,0.05212161477415776
notsmart,0.144485560825899,0.09586220321079465,2211,122,race_ethnicity,q3,target,anchor,0.0710277517237512,0.06276841403664335
afraidof,0.1271561298338042,0.07738942265702317,2212,122,race_ethnicity,q2,anchor,anchor,0.037780698543510564,0.02786577452648204
threaten,0.11889855659842344,0.06877006827246,2220,122,race_ethnicity,q2,target,anchor,0.04327597170934042,0.03368424452916849
abmoral,0.21173765382877888,0.12337255134534915,1011,104,gender_family,q4,anchor,anchor,0.02952351634292927,0.006434795784421355
abhelp1,0.18096856042099305,0.08797889662736008,1003,104,gender_family,q3,anchor,anchor,0.05399017851795065,0.03233494330101382
abhelp2,0.19813961294131696,0.10759213659657282,1006,104,gender_family,q3,anchor,anchor,0.07336451675110144,0.053026062418715
abhelp3,0.1884079667467827,0.0965553662816714,1005,104,gender_family,q3,anchor,anchor,0.060400208939633326,0.03920705551262299
abhelp4,0.16533050540807984,0.07060702926347653,1005,104,gender_family,q2,target,anchor,0.06507783416903772,0.044191315315702896
chldprob,0.1197910907411942,0.04959326973058588,1615,121,health_wellbeing,q1,anchor,target,0.03041925170495137,0.01581628250060616
badchar,0.13550409586258863,0.06562019782387968,1592,121,health_wellbeing,q2,anchor,target,0.03539457442842449,0.020840489489831256
chembal,0.12460494849562503,0.0523704852674322,1565,121,health_wellbeing,q1,anchor,target,0.026975621941127174,0.011660770150020915
stressfl,0.14012219104751394,0.07090261734746517,1597,121,health_wellbeing,q2,anchor,target,0.03194002046792638,0.017241108832471885
geneprob,0.1492747809144822,0.08017710654120569,1569,120,health_wellbeing,q2,target,target,0.04015246443973547,0.025670922248245034
raised,0.10176277762808725,0.028523766521812252,1587,121,health_wellbeing,q1,target,target,0.024749679682203336,0.009537327818154338
violtv,0.17591166806222616,0.10937595494745331,1585,121,health_wellbeing,q3,target,target,0.07783225227445915,0.06551980536317595
discipln,0.12772255595676013,0.05647980424091835,1579,121,health_wellbeing,q1,anchor,target,0.025465477334060706,0.01021153402341673
allergic,0.14220951176696342,0.07181999173278658,1569,121,health_wellbeing,q2,anchor,target,0.06418468127344003,0.05098784012670371
imprvdis,0.1636469576787235,0.09562051863916092,1577,121,health_wellbeing,q3,anchor,target,0.054441160751923644,0.040796970585066164
imprveat,0.12545822688766514,0.05279440252239894,1555,121,health_wellbeing,q1,anchor,target,0.026383827999334326,0.010928001148134227
imprvmed,0.147821608752808,0.07873141708922868,1585,121,health_wellbeing,q2,anchor,target,0.04723250385295566,0.033268184957065884
nextdoor,0.135378439597634,0.06429711208366784,1568,121,health_wellbeing,q2,anchor,target,0.04507593150425561,0.03081865424209658
spendeve,0.1309312548572507,0.059587986142089926,1571,121,health_wellbeing,q1,anchor,target,0.03113631726569397,0.01612253910776508
chldfrnd,0.13387791918197725,0.06371562478123093,1563,119,health_wellbeing,q2,anchor,target,0.03215488797302655,0.01719890733229005
chldsch,0.13931993588189293,0.0695032983143723,1573,120,health_wellbeing,q2,target,target,0.03605350707071307,0.02137253458033412
adfam,0.13296372480041493,0.06337943936117367,1603,121,health_wellbeing,q2,anchor,target,0.02422489162305785,0.009147788082425772
adtch,0.1354829775436628,0.06617654174132458,1604,121,health_wellbeing,q2,anchor,target,0.03237002617640192,0.017766476523445447
addoc,0.13679453780793377,0.06741833685811967,1600,121,health_wellbeing,q2,anchor,target,0.04735957294945616,0.03355603529498202
adcoumed,0.11937867722253424,0.04867948069326518,1592,120,health_wellbeing,q1,anchor,target,0.027007125359315817,0.012018012177858178
adpsy,0.13925782541043064,0.07017082505431489,1588,120,health_wellbeing,q2,anchor,target,0.042225007035248036,0.028056821638209002
grwingup,0.1372355058668394,0.06785145162735526,1599,121,health_wellbeing,q2,target,target,0.041787097379344426,0.027661346783419246
mntlill,0.12503489821328695,0.05400842616098617,1575,120,health_wellbeing,q1,target,target,0.02570118479437017,0.010460826484422717
violpeop,0.1276715201611522,0.05597299733931437,1570,121,health_wellbeing,q1,anchor,target,0.04098109312119346,0.02651642493365586
violself,0.1395045418082518,0.06763309733426717,1545,121,health_wellbeing,q2,target,target,0.039755700821893135,0.024954918666477945
mhunsure,0.13130480177426757,0.05788342931930593,1543,122,health_wellbeing,q1,anchor,target,0.02677139772722637,0.011179110118127951
mhtrtot2,0.11461808701894254,0.041290627734185,1575,122,health_wellbeing,q1,target,target,0.04249416455098183,0.02814896785546583
polint,0.22180873844072513,0.15789819543830005,1564,122,politics,q4,target,target,0.084866054383583,0.07269008197840889
poleff11,0.15314586960309257,0.08220028637496202,1538,121,politics,q2,target,target,0.047761871072747646,0.03334826149269684
cctv,0.14512993513338304,0.07035042406819428,1493,122,politics,q2,anchor,target,0.04314010172980036,0.027920140161205226
goodlife,0.0978245953971772,0.04511044671539568,2175,122,econ_inequality,q1,anchor,anchor,0.024329239909200235,0.013516940290451487
marsame,0.232847874593461,0.148974772708111,1080,109,sexuality,q4,target,anchor,0.118138374807549,0.10180486073136587
meovrwrk,0.0850245755377587,0.031106319243353615,2163,122,gender_family,q1,target,anchor,0.020734434225433813,0.00966529530609941
befair,0.19030170860959783,0.11811473571351841,1448,121,civic_trust,q4,anchor,anchor,0.06691625031801471,0.052553534545321
cantrust,0.20111564239090443,0.1333934775594938,1513,121,civic_trust,q4,target,anchor,0.05950955213123348,0.04548173036365448
religinf,0.18662421959771472,0.1389918965704941,2135,122,religion_morality,q4,anchor,anchor,0.07548071745225633,0.06704411827126214
ambornin,0.1849728509802067,0.1186806849162918,1573,121,immigration_natid,q4,target,anchor,0.04459802700222917,0.030375475712604964
amcit,0.16858645823958993,0.10189152340977889,1596,121,immigration_natid,q3,anchor,anchor,0.08464065909336888,0.07280944353575447
amchrstn,0.263907224355883,0.2026329131830579,1525,121,immigration_natid,q4,anchor,anchor,0.10305639730858275,0.09147997490592204
amgovt,0.18360360354428082,0.11701786713583154,1569,121,immigration_natid,q4,anchor,anchor,0.07262828924391854,0.05989913068393669
amfeel,0.21537787117830637,0.14994308007459167,1532,121,immigration_natid,q4,target,anchor,0.10833884742492084,0.09709611936846987
amcitizn,0.18875187619569625,0.12281863238945484,1573,121,immigration_natid,q4,anchor,anchor,0.09041177922886934,0.07865931590615169
amshamed,0.1452594435847326,0.07484026030974847,1563,121,immigration_natid,q2,anchor,anchor,0.05085858541636713,0.036872846697251646
belikeus,0.16097656901938573,0.09146673285372119,1552,121,immigration_natid,q3,target,anchor,0.040046794876867936,0.02534223317742308
ambetter,0.17356050350751992,0.10623013035931891,1573,121,immigration_natid,q3,target,anchor,0.07430220952745825,0.06169979701613487
ifwrong,0.16777277550460323,0.09933493483044929,1561,121,immigration_natid,q3,anchor,anchor,0.028965615241052917,0.013724043197879836
prouddem,0.190062764274263,0.11963860617201906,1481,121,immigration_natid,q4,anchor,anchor,0.09911804589881623,0.08685649068779577
proudpol,0.17193419818644035,0.09894922713749907,1454,120,immigration_natid,q3,target,anchor,0.07445862607832646,0.06062502124702566
proudeco,0.1937685493299404,0.12476369763445583,1489,120,immigration_natid,q4,target,anchor,0.08791346949859072,0.07521526087916179
proudspt,0.16097211275955356,0.0823668811172153,1390,121,immigration_natid,q3,anchor,anchor,0.0527075040233547,0.0368205061346393
proudart,0.21820567165978036,0.14648021687406268,1407,121,immigration_natid,q4,anchor,anchor,0.058251641486137457,0.04289339199508096
proudhis,0.18705937424891994,0.11711136303362234,1495,121,immigration_natid,q4,anchor,anchor,0.08846681386558683,0.07581465664460578
imports,0.20597919463175468,0.13869459923605978,1512,121,immigration_natid,q4,anchor,anchor,0.053154807245742265,0.038758911136606934
wrldgovt,0.17378337115027007,0.10199415734502937,1485,121,science_environment,q3,target,anchor,0.05021703143531037,0.03534397037273339
amownway,0.1479387317573752,0.07533946600080024,1516,121,immigration_natid,q2,anchor,anchor,0.0344821019651213,0.01906435468186786
forland,0.1513242168105132,0.0795173543684812,1525,121,immigration_natid,q2,target,anchor,0.048800105673850035,0.03429845516176416
amtv,0.21145194392710737,0.14514424437261247,1522,121,immigration_natid,q4,anchor,anchor,0.03457672387072302,0.019234673061372564
immcrime,0.14200333280331015,0.0927060711668021,2190,122,immigration_natid,q3,anchor,anchor,0.03800500021902597,0.027986529215135846
immameco,0.15212136917641583,0.08065331619653342,1530,121,immigration_natid,q2,anchor,anchor,0.03515271698487632,0.019932831837458004
immjobs,0.15170446009272556,0.10361795175683201,2213,122,immigration_natid,q3,anchor,anchor,0.04803109917226124,0.03864446503567083
letin1,0.1994661342913698,0.12839385574451176,1452,121,immigration_natid,q4,target,anchor,0.05476725185113045,0.03975495219219569
amancstr,0.23994952974654205,0.1783218070770523,1566,121,immigration_natid,q4,anchor,anchor,0.07216629775865674,0.05937767932618233
intlincs,0.1539752772261008,0.08066670976815364,1492,121,econ_inequality,q2,target,anchor,0.023072216202312805,0.006714267688339233
letin1a,0.12540403094139285,0.0917566280055527,3187,122,immigration_natid,q3,target,anchor,0.0555404079667388,0.04998473696940748
immassim,0.16309463008960046,0.08758285811505385,1437,121,immigration_natid,q3,target,anchor,0.06047653845941025,0.04561085966092461
obeylaws,0.14592999562815034,0.04664089699293981,1014,107,civic_trust,q1,target,anchor,0.03374533558264533,0.01091637807293055
watchgov,0.1820261810206632,0.08504849578034694,974,105,civic_trust,q3,target,anchor,0.04407951723646242,0.02104638822730578
helpusa,0.25980097555487225,0.1595849009710169,585,72,econ_inequality,q4,target,anchor,0.0738366258468601,0.04317281816377657
solok,0.17136747980681752,0.05810420104766391,787,96,econ_inequality,q1,anchor,anchor,0.05858470984500661,0.03195608417406087
rghtsmin,0.2104922272241834,0.1069105873031762,838,99,politics,q3,target,target,0.06476952264511956,0.040151587441703995
polopts,0.13603184277761202,0.022224076033885758,764,90,politics,q1,target,target,0.03749896773379178,0.009149479780853523
poleff18,0.1526104188248194,0.08197594994456481,1545,121,politics,q2,target,target,0.04104378691935635,0.026322948272104862
corruptn,0.169022453645417,0.09621533369225796,1474,121,civic_trust,q3,target,anchor,0.04166534633644908,0.026166743115435327
polnews,0.18200926336909923,0.11468667365074162,1557,121,media_technology,q4,anchor,target,0.07140102100270289,0.058478282032355736
sexsex,0.3038243499603914,0.24499715616660547,1409,114,sexuality,q4,anchor,anchor,0.11709804815200808,0.10541728651374853
sexfreq,0.25431693653310716,0.2049243962036144,1893,122,sexuality,q4,target,anchor,0.15368185491651704,0.14743776059049998
hivtest,0.13013189635032538,0.07261472152884814,1931,122,health_wellbeing,q2,target,target,0.04535205463283047,0.034158447158478246
sexornt,0.07596995737277568,0.04052993646276137,3241,122,sexuality,q1,anchor,anchor,0.024346926729363453,0.017449712646673807
letdie1y,0.1865095307790333,0.0917873239428703,960,102,health_wellbeing,q3,target,target,0.05631733084043222,0.03404748006881524
spkathy,0.22202672838328996,0.1304069320024634,1041,112,politics,q4,anchor,target,0.06650623833061312,0.0460412091963207
libathy,0.24558045180624913,0.15661020439645898,1037,112,politics,q4,target,target,0.06429804819275828,0.04356860452440342
spkracy,0.18330923776172706,0.08632224892886319,1038,112,politics,q3,target,target,0.04862312352471211,0.026957620016962808
libracy,0.21949216404237587,0.126614567265505,1023,111,politics,q4,anchor,target,0.04936247930667571,0.027466192330755347
spkcomy,0.23557365514696918,0.14440311152074614,1019,111,politics,q4,anchor,target,0.0667206246162143,0.045842253679850016
colcomy,0.20828838447301753,0.11125154507355817,980,109,politics,q3,anchor,target,0.05916865052215147,0.037052677251137305
libcomy,0.23728741361095967,0.1451598927193991,1017,112,politics,q4,anchor,target,0.050350337449209824,0.028266629737525313
spkmslmy,0.24884942510057081,0.160195398036421,1036,112,politics,q4,target,target,0.08617780826822713,0.06680367499394822
libmslmy,0.22439838918614546,0.13235838583341844,1034,112,politics,q4,anchor,target,0.03632123782286632,0.013744211491919206
polhitoky,0.2623918922148387,0.1779052691603476,1014,107,crime_justice,q4,anchor,anchor,0.04576761692777594,0.023791232297549137
polabusey,0.1719223592395,0.07458551777527583,1011,108,crime_justice,q2,target,anchor,0.052807678242553516,0.031099635501791633
polattaky,0.2049584742087985,0.1130101037794464,1012,107,crime_justice,q3,anchor,anchor,0.0591141020656225,0.0379277641010764
norelgsp,0.23206821126495258,0.138845789153592,765,85,religion_morality,q4,anchor,anchor,0.0849553219034957,0.060242739186273445
hivafraid,0.12313795644512941,0.06512218350238001,1932,122,health_wellbeing,q2,anchor,target,0.05196418908327973,0.04111838321845362
hivimmrl,0.12926101829199102,0.06630134814832295,1780,122,health_wellbeing,q2,target,target,0.03731053478016984,0.02456064419814226
hivdscrm,0.1461662851980295,0.08504137636209132,1792,122,health_wellbeing,q3,target,target,0.01624984133777053,0.0024207547217826777
ptnrornt,0.09726550628750212,0.0381315070521356,1958,122,sexuality,q1,anchor,anchor,0.030108753366637455,0.01828315710006301
ptnrsxbrth,0.28107243688675626,0.2346206254401614,1926,122,sexuality,q4,anchor,anchor,0.08884742955373875,0.07984921364529136
relitenv,0.20805549025261533,0.10606896812478268,746,87,religion_morality,q3,anchor,anchor,0.06436677723874011,0.03746600708746684
biblev,0.20314835722115387,0.10048671883165049,746,87,religion_morality,q3,target,anchor,0.08346111706103017,0.057947286999541325
postlifev,0.2468390495558693,0.13498430066400505,465,62,religion_morality,q4,target,anchor,0.07738425906458286,0.040913703495070064
racopennv,0.13171207605077118,0.0035052066060727066,506,66,race_ethnicity,q1,target,anchor,0.05590631781412577,0.019017636899209028
getaheadnv,0.17850468705430125,0.05727846043089641,503,66,econ_inequality,q1,anchor,anchor,0.05907872391773661,0.022200999793693964
relitennv,0.17870582550012307,0.07708295083359161,875,98,religion_morality,q2,anchor,anchor,0.072269911712074,0.048949007908542404
biblenv,0.25116477543119536,0.15961848844539625,868,97,religion_morality,q4,target,anchor,0.13400445438370262,0.11449252695914162
postlifenv,0.14086952649967568,0.03303912006544344,859,97,religion_morality,q1,anchor,anchor,0.037780027568975964,0.011787103187852987
adoptus,0.09886653998323677,0.0468511590197468,2199,122,immigration_natid,q1,anchor,anchor,0.026546911727242734,0.015978873965300046
immfate,0.1247225581133432,0.07374007565245812,2170,122,immigration_natid,q2,target,anchor,0.04189290189485561,0.03196570815240409
vote20,0.3065399618411666,0.27964647079840016,3024,122,politics,q4,target,target,0.21705287808293172,0.21741235741820558
pres20,0.16415685836037955,0.11510928737976985,2124,121,politics,q4,anchor,target,0.038783197063065995,0.028525764181091456
if20who,0.12444677326917238,0.02974172181840545,684,68,politics,q1,target,target,0.033483245389232204,0.0020362947896989847
gestate,0.2099228970008226,0.11981313016006022,996,104,gender_family,q4,anchor,anchor,0.06269874661817736,0.04142243045036413
racdif1x,0.15197840761604298,0.051760131153647373,1018,109,race_ethnicity,q1,anchor,anchor,0.03593355780291166,0.013355692641915572
racdif2x,0.2160832087273446,0.12443545975290547,1040,111,race_ethnicity,q4,anchor,anchor,0.0499396314055468,0.028544592295012012
racdif3x,0.1627671632202822,0.062499449674890656,1033,112,race_ethnicity,q1,anchor,anchor,0.03590474500129438,0.013394060148631783
racdif4x,0.17042475411230762,0.07343278559364154,997,106,race_ethnicity,q2,target,anchor,0.04443996846834035,0.02221359334978516
conlabory,0.20297680222436323,0.10615984898101125,970,107,civic_trust,q3,anchor,anchor,0.07886780125921888,0.057860934860122566
racdif5,0.1669012012158477,0.06781621753288024,954,103,race_ethnicity,q2,anchor,anchor,0.05401664824743884,0.031302251707899256
marsamey,0.2955959419041415,0.21335203269531255,1031,111,sexuality,q4,anchor,anchor,0.12954303935546396,0.11271817018560448
lkelyvot,0.19846256997295503,0.16557126026264476,2948,122,politics,q4,target,target,0.06491096375108155,0.05915028903834061
whovote24a,0.15363360744699275,0.0800640412068856,1437,117,politics,q2,anchor,target,0.051184098533443974,0.035980519319890984
econstat,0.1479746659197318,0.11608197450983306,3248,122,econ_inequality,q4,target,anchor,0.05027663363705383,0.04462904994815428
polintrst,0.15155958242140324,0.11980764512274832,3246,122,politics,q4,anchor,target,0.07879861146354734,0.07442533433603211
intrnetuse,0.22291015862699579,0.16197944236916453,1629,122,media_technology,q4,target,target,0.11391660854223172,0.10384505112797966
inthome,0.1480930910761653,0.0774978522453036,1554,121,media_technology,q2,anchor,target,0.05110139781335478,0.037046791292021264
intprfssnl,0.2961063515121538,0.23411828264422918,1457,122,media_technology,q4,anchor,target,0.16142858030745658,0.15200059204093155
intpub,0.24943217276979182,0.18717857636742954,1545,122,media_technology,q4,target,target,0.14134284093313587,0.13181801698780077
intbhlf,0.16964543790544068,0.09766897733495027,1488,121,media_technology,q3,anchor,target,0.0429595702327614,0.02772197917610804
unplug,0.16701525186029567,0.0920633316490296,1452,122,media_technology,q3,target,target,0.06877407993562287,0.05451582446986849
unplgrsn,0.2533068917715968,0.1573325727208781,841,98,media_technology,q4,anchor,target,0.09775668208937993,0.07537452372633491
intskill,0.25039065453446907,0.18819625552683145,1544,122,media_technology,q4,anchor,target,0.11622920654091824,0.10547481358520436
intsurf,0.26746528944897763,0.20678881747717623,1543,122,media_technology,q4,anchor,target,0.1117126093269492,0.10071340559652715
intliteracy,0.18479876208615786,0.11543108135124892,1510,121,media_technology,q4,anchor,target,0.055680316082791836,0.04139914718408883
intapps,0.2608760356178335,0.1992788447752606,1536,122,media_technology,q4,anchor,target,0.1376367492878113,0.12785949598152588
intcomm,0.23570311098045532,0.17199373012393768,1541,122,media_technology,q4,target,target,0.0985076635577172,0.08682226032423955
intshare,0.19750830292198363,0.1302361947332373,1541,122,media_technology,q4,target,target,0.07763672636874061,0.06485208047393484
intsearch,0.22759107367233425,0.16323137803733143,1543,122,media_technology,q4,anchor,target,0.09098699685395462,0.07893239317619896
intgame,0.2029931106252358,0.13662563031337208,1549,122,media_technology,q4,target,target,0.1017697651814968,0.09033894145674845
intstream,0.27084776772649816,0.21078425306135054,1550,122,media_technology,q4,target,target,0.17907321604991125,0.17134510822379392
intfncl,0.22357659373959515,0.15907526477188197,1548,122,media_technology,q4,target,target,0.09986110949121176,0.08831575999999258
intmeet,0.1663188197653929,0.09513333044459645,1509,121,media_technology,q3,target,target,0.06716216705744152,0.053509862502172774
intlnly,0.13022117629288738,0.05664526110087086,1529,121,media_technology,q1,target,target,0.03822804077637857,0.023182524708102333
inttrig,0.1427739273091099,0.0687537957155099,1511,122,media_technology,q2,anchor,target,0.06900302513063807,0.055427613349021326
intnews,0.184588334865574,0.11397559527318732,1499,122,media_technology,q4,anchor,target,0.04553105200650641,0.03051592555786263
intcnfrm,0.20582520994298137,0.13806036677509634,1515,122,media_technology,q4,target,target,0.07123318223343278,0.057827633807145194
intpolview,0.15882693172207896,0.07362540749539627,1264,118,media_technology,q2,anchor,target,0.05930576178716919,0.04216616566989022
intoppo,0.1857844099260351,0.10329222649874917,1260,118,media_technology,q3,anchor,target,0.05879552132901111,0.041533032793292464
intviews,0.12448959028734784,0.04569094865018425,1447,121,media_technology,q1,anchor,target,0.03685438195559878,0.02075307902573119
techesy,0.15665213252624807,0.08724990940789559,1575,122,media_technology,q3,anchor,target,0.05016591604832441,0.03623781924170939
harmgood1,0.14755328671181608,0.07676500626594435,1564,122,media_technology,q2,target,target,0.0468519035524452,0.03262404444577456
nextgen1,0.14563213619283946,0.07529603649768529,1577,122,media_technology,q2,anchor,target,0.05188335709504875,0.03806683202390886
intscam,0.14160408033364044,0.06953183008968483,1550,122,media_technology,q2,anchor,target,0.045925579786827236,0.03149326712046843
inthrss,0.1704673834840268,0.10097791398151484,1547,122,media_technology,q3,target,target,0.0738084987259512,0.06087155479466903
polnewsfrom,0.15066189886577488,0.07638517213673998,1480,121,media_technology,q2,target,target,0.04369286735232707,0.028404977583258953
smnews,0.1761775310763278,0.10263974901689345,1424,119,media_technology,q3,anchor,target,0.058854992296245016,0.043849077728165306
tvnews1,0.139971389025878,0.0656859505529029,1511,122,media_technology,q2,target,target,0.03173497887833002,0.016067627645468225
radionews,0.14214892668638732,0.06050451663827094,1373,121,media_technology,q1,anchor,target,0.02017324465701871,0.0021267901369948607
webnews,0.1368282165148812,0.05498816829701557,1367,120,media_technology,q1,anchor,target,0.038363795006988506,0.021388694499585786
modepet,0.14510561780609554,0.07032970401338882,1481,121,politics,q2,anchor,target,0.04361685665348454,0.028329876909942833
modeprot,0.21147898868459258,0.1441103560697989,1500,121,politics,q4,target,target,0.06198776626531141,0.04794722468319871
modelobby,0.1396404314852852,0.06577257669830425,1507,121,politics,q2,target,target,0.044777594362702296,0.029853321064016915
modeorgprot,0.1642451177544543,0.09282825624088914,1509,121,politics,q3,anchor,target,0.03895671065511452,0.023724378496170907
modeorg,0.17622724397937237,0.10573775089409837,1505,121,politics,q3,target,target,0.034710671084028775,0.019189182992348664
dataprot,0.14716125470496919,0.06509831544364912,1336,119,media_technology,q2,target,target,0.03675141762964561,0.019279788051917247
emonitor1,0.13529576935159368,0.059286047999151936,1476,121,politics,q1,anchor,target,0.04120626831261066,0.02572169914175212
infodeal,0.20253362278989648,0.13631572609993797,1527,120,media_technology,q4,target,target,0.08424979992056954,0.07174030465032205
infoprofit,0.1848195609520688,0.11680961531185481,1537,121,media_technology,q4,anchor,target,0.0719579153565546,0.058860886368243784
gendtech,0.14208046580217312,0.05862006861365813,1324,119,media_technology,q1,anchor,target,0.023804106840237937,0.00534319958458181
agetech,0.1424146109681643,0.06599594544789372,1469,122,media_technology,q2,anchor,target,0.0287884395473747,0.012451134327077023
urbantech,0.13986571201317596,0.05918035389881838,1380,120,media_technology,q1,target,target,0.026376776118377177,0.008855187259052145
eductech,0.14511462908191106,0.06322228136543784,1365,121,media_technology,q2,anchor,target,0.03709959070751285,0.019954962973254796
classtech,0.16392838146408192,0.08700093065670467,1412,121,media_technology,q3,anchor,target,0.03494847026118435,0.0182974391985094
aiworry,0.13939413309781107,0.06639196573200636,1536,122,media_technology,q2,target,target,0.02644810468310987,0.010753889533291342
aidrive,0.22497677543945044,0.11930945628902409,626,77,media_technology,q4,anchor,target,0.08943184854344556,0.06066364324472753
owndecns,0.16806169112200128,0.09531444758190886,1452,119,immigration_natid,q3,anchor,anchor,0.05018133656340449,0.03501511513147707
brneffrt,0.1611199507252841,0.08819914720309999,1474,120,immigration_natid,q3,anchor,anchor,0.04859950021509779,0.03355960357612122
immcrime1,0.17549111062380673,0.10682702935718724,1542,121,immigration_natid,q3,anchor,anchor,0.02677748271479816,0.011204132211102948
immjobs1,0.19610053772465913,0.13022318038696534,1560,121,immigration_natid,q4,target,anchor,0.043263643507891796,0.028826714356413357
immideas1,0.15498878909029473,0.08467265943798108,1547,121,immigration_natid,q3,target,anchor,0.04982202871202028,0.03561701477005473
immwlfare,0.16901323316814268,0.09985264760502552,1544,121,immigration_natid,q3,anchor,anchor,0.041773632274867904,0.027083901370687516
conscrp,0.2077004096808817,0.10185892214249087,545,66,civic_trust,q3,anchor,anchor,0.13291285309211173,0.10511713514947744
incgap1,0.18447806914777443,0.1156550340563146,1522,121,econ_inequality,q4,anchor,anchor,0.048968336082056176,0.03444554493639148
servpub,0.13841520254520615,0.06310274532748578,1483,121,civic_trust,q2,anchor,anchor,0.045412870586914775,0.030229793647867233
fulldem,0.1451182637013055,0.0706789756548944,1487,121,politics,q2,anchor,target,0.02734784967076112,0.01118284554827392
poltalk,0.14699429421643379,0.07537389987831518,1536,121,politics,q2,anchor,target,0.02730147631172448,0.011695193919226741
conpow,0.15556481365892874,0.08427312556299961,1527,121,politics,q3,anchor,target,0.04060346817866948,0.025663923951461335
bizmoney,0.16769521100095935,0.09825819606806983,1541,121,econ_inequality,q3,target,anchor,0.04201194708348877,0.02730389201512536
experts,0.15024613131959616,0.07799247001593139,1518,121,civic_trust,q2,anchor,anchor,0.03858993103726034,0.023433611610730272
biasnews,0.1536728777724968,0.08126043259509169,1509,121,media_technology,q2,anchor,target,0.02645770946929965,0.010497899750150419
usmca1,0.139507225239582,0.0682528227108662,1557,121,politics,q2,anchor,target,0.03442980327814624,0.019457549890685454
morextrm,0.12804210087892912,0.054206660699412546,1541,122,health_wellbeing,q1,anchor,target,0.042774663546085445,0.028085141481026404
